Date,LLY_NI,UNH_NI,JNJ_NI,ABBV_NI,MRK_NI,TMO_NI,ABT_NI,DHR_NI,ISRG_NI,AMGN_NI,PFE_NI,BSX_NI,SYK_NI,VRTX_NI,ELV_NI,MDT_NI,REGN_NI,BMY_NI,GILD_NI,CI_NI,ZTS_NI,CVS_NI,HCA_NI,BDX_NI,MCK_NI,A_NI,GEHC_NI,IQV_NI
2015-11-19,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.12034864230640295,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-11-20,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.12034864230640295,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-11-23,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.12034864230640295,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-11-24,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.12034864230640295,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-11-25,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.12034864230640295,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-11-27,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.12034864230640295,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-11-30,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.12034864230640295,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-01,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.12034864230640295,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-02,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.12034864230640295,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-03,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.12034864230640295,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-04,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-07,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-08,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-09,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-10,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-11,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-14,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-15,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-16,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-17,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-18,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-21,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-22,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-23,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-24,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-28,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-29,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-30,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2015-12-31,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2016-01-04,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2016-01-05,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
2016-01-06,-0.12307120282580405,0.10278179190751445,-0.15045320708965995,-0.24017348875033884,1.0022284122562675,0.21015601101254205,,-0.07663242846661779,0.24509356458238254,0.31688843398157623,-0.20049694189602446,-1.0347222222222223,,0.2734035358902522,,-0.20385012031625988,0.7664503561355707,-0.34670592565329406,0.7980609180317272,0.06963927855711423,,0.09757694826457106,0.17042889390519186,-0.41350210970464135,0.4631061138439916,-0.13095238095238096,,0.0883054262610976
