Date,IDXX_sales,EW_sales,COR_sales,CNC_sales,RMD_sales,MTD_sales,HUM_sales,BIIB_sales,DXCM_sales,CAH_sales,STE_sales,WST_sales,ZBH_sales,COO_sales,MRNA_sales,WAT_sales,MOH_sales,BAX_sales,HOLX_sales,LH_sales,DGX_sales,ALGN_sales,PODD_sales,RVTY_sales,VTRS_sales,UHS_sales,TECH_sales,TFX_sales,CTLT_sales,INCY_sales,CRL_sales,SOLV_sales,HSIC_sales,DVA_sales
2015-10-22,,,,,,,,0.1905900915107251,,,,,,,,,,-0.12891113892365458,,,,,,,,,,,,,,,,
2015-10-23,,,,,0.08395147647633373,,,0.1905900915107251,,,,,,,,,,-0.12891113892365458,,,,0.10916475748298628,,,,,,,,,,,,
2015-10-26,,,,,0.08395147647633373,,,0.1905900915107251,,,,,,,,,,-0.12891113892365458,,,,0.10916475748298628,,,,,,,,,,,,
2015-10-27,,0.0891159801865321,,,0.08395147647633373,,,0.1905900915107251,,,,,,,,,,-0.12891113892365458,,0.3295877625970789,,0.10916475748298628,,,,,,,,,,,,
2015-10-28,,0.0891159801865321,,0.4585229970979713,0.08395147647633373,,,0.1905900915107251,,,,,,,,0.03484156146209747,,-0.4020395920815837,,0.3295877625970789,,0.10916475748298628,,,,0.13890027755688075,,,,,,,,
2015-10-29,0.04452185297472103,0.0891159801865321,,0.4585229970979713,0.08395147647633373,,,0.1905900915107251,,,,,,,,0.03484156146209747,,-0.4020395920815837,,0.3295877625970789,,0.10916475748298628,,,,0.13890027755688075,0.17803573566456452,,,,,,,
2015-10-30,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,,,0.1905900915107251,,,,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,,0.3295877625970789,,0.10916475748298628,,,,0.13890027755688075,0.17803573566456452,-0.009455041460683699,,,,,,
2015-11-02,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,,,0.1905900915107251,,,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,,0.3295877625970789,,0.10916475748298628,,,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,,,,,,
2015-11-03,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,,,0.1905900915107251,,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,,0.3295877625970789,,0.10916475748298628,,,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,,,,,,
2015-11-04,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,,,0.1905900915107251,,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,,0.3295877625970789,,0.10916475748298628,,,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,,,,0.0834750298835669
2015-11-05,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,,,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,,,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-06,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-09,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-10,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-11,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-12,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-13,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-16,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-17,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-18,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-19,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-20,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-23,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-24,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-25,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-27,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-11-30,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-01,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-02,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-03,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-04,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,0.04615502836225438,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-07,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,0.04615502836225438,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-08,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,0.04615502836225438,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-09,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,0.04615502836225438,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-10,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,0.04615502836225438,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-11,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,0.04615502836225438,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-14,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,0.04615502836225438,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-15,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,0.04615502836225438,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-16,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,0.04615502836225438,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-17,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,0.04615502836225438,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
2015-12-18,0.04452185297472103,0.0891159801865321,0.13709789818905363,0.4585229970979713,0.08395147647633373,-0.021622382328106284,0.1487737008995017,0.1905900915107251,0.5688437775816417,0.17524908695700148,0.09075655276284067,-0.017891238243405667,0.12704909296327085,0.04615502836225438,,0.03484156146209747,0.5293377690898241,-0.4020395920815837,0.06887422452285936,0.3295877625970789,,0.10916475748298628,0.04206300141907734,0.017644124794290564,0.20843659392059158,0.13890027755688075,0.17803573566456452,-0.009455041460683699,0.31955427749820275,0.30799041670019983,0.06494493940391707,,0.027975912113227756,0.0834750298835669
